id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type
36235,tvs_star_city_spoke,delhi,48000,black,petrol,15000,2007,firstowner
36236,hero_honda_karizma_zmr_pgm_fi,delhi,24000,white,petrol,60000,2012,firstowner
36237,yamaha_fz_s,delhi,11850,black,petrol,48000,2013,firstowner
36238,mahindra_centuro_nxt,delhi,8500,black,petrol,39000,2014,firstowner
36239,yamaha_fz_s,delhi,26000,red,petrol,58000,2013,firstowner
36240,yamaha_fz_fi_version_2.0,delhi,50000,red,petrol,31999,2009,thirdowner
36242,yamaha_yzf_r15_version_2.0,delhi,15000,black,petrol,74000,2014,firstowner
36243,yamaha_fazer_sport,delhi,12000,red,petrol,46000,2012,firstowner
36244,yamaha_yzf_r15,delhi,11000,red,petrol,65000,2010,firstowner
36245,yamaha_yzf_r15_version_2.0,delhi,8000,red,petrol,90000,2013,secondowner
36246,yamaha_fz_fi_version_2.0,delhi,24000,white,petrol,35000,2011,secondowner
36258,bajaj_pulsar_180cc_dtsi,delhi,34000,black,petrol,25000,2010,secondowner
36261,bajaj_pulsar_180cc_dtsi,bangalore,10000,silver,petrol,37999,2007,firstowner
36262,bajaj_pulsar_150cc_dtsi,bangalore,61000,black,petrol,24999,2008,firstowner
36263,bajaj_caliber_115,bangalore,80000,blue,petrol,21000,2003,firstowner
36264,bajaj_pulsar_150cc_dtsi,bangalore,28468,black,petrol,40000,2009,firstowner
36265,bajaj_pulsar_180cc_dtsi,bangalore,35870,black,petrol,39999,2010,secondowner
36266,bajaj_pulsar_150cc_dtsi,bangalore,73000,black,petrol,21000,2006,secondowner
36267,bajaj_discover_125_std,bangalore,32000,black,petrol,47000,2012,firstowner
36268,bajaj_pulsar_150cc_dtsi,bangalore,31000,black,petrol,55000,2013,firstowner
36270,bajaj_discover_150_f_standard,bangalore,42000,black,petrol,29000,2012,firstowner
36271,bajaj_pulsar_150cc_dtsi,bangalore,29000,black,petrol,25000,2006,secondowner
36272,bajaj_pulsar_150cc_dtsi,bangalore,90000,black,petrol,27999,2007,firstowner
36273,bajaj_discover_125_std,bangalore,7000,blue,petrol,46000,2014,firstowner
36274,bajaj_avenger_220,bangalore,25000,red,petrol,76000,2013,firstowner
36275,bajaj_avenger_220,mumbai,7100,blue,petrol,60000,2013,firstowner
36276,bajaj_discover_125_m_drum,bangalore,50000,blue,petrol,37000,2013,firstowner
36277,bajaj_pulsar_150cc_dtsi,bangalore,52000,red,petrol,39000,2010,firstowner
36278,bajaj_avenger_220,bangalore,11500,black,petrol,69000,2013,secondowner
36279,bajaj_avenger_220,bangalore,15000,black,petrol,61500,2012,firstowner
36280,bajaj_pulsar_135,bangalore,27000,black,petrol,40000,2012,firstowner
36281,bajaj_pulsar_135,bangalore,12500,red,petrol,39999,2012,secondowner
36282,hero_honda_passion_plus,bangalore,48000,black,petrol,12499,2007,firstowner
36283,hero_honda_splendor_pro,bangalore,10000,black,petrol,44999,2012,secondowner
36284,hero_honda_splendor_super,bangalore,40000,black,petrol,24000,2006,firstowner
36285,hero_honda_splendor_plus,bangalore,60000,grey,petrol,29000,2006,secondowner
36286,hero_honda_hunk,bangalore,30000,black,petrol,49000,2011,firstowner
36287,hero_motocorp_ignitor_125_disc,bangalore,23500,red,petrol,47999,2013,firstowner
36288,hero_honda_karizma_zmr_pgm_fi,bangalore,14000,black,petrol,80000,2014,firstowner
36289,hero_honda_splendor_pro,bangalore,38000,black,petrol,37000,2012,firstowner
36290,honda_unicorn_spoke,bangalore,30000,black,petrol,16999,2005,thirdowner
36291,honda_unicorn_alloy,bangalore,70000,black,petrol,24000,2005,secondowner
36292,hero_motocorp_passion_xpro_disc_self_cast,bangalore,15000,red,petrol,39999,2013,firstowner
36293,honda_unicorn_alloy,bangalore,38000,silver,petrol,37000,2009,secondowner
36294,honda_cbr_250r_standard,bangalore,30000,black,petrol,130000,2012,firstowner
36295,suzuki_zeus_125xcd,bangalore,35000,black,petrol,16499,2007,firstowner
36296,suzuki_shogun_std,bangalore,25000,black,petrol,25000,1998,firstowner
36297,suzuki_fiero_std,bangalore,30000,black,petrol,18000,2001,secondowner
36298,suzuki_fiero_std,bangalore,67000,black,petrol,32000,2002,firstowner
36299,suzuki_gixxer_sf_standard,bangalore,6500,blue,petrol,69500,2014,firstowner
36300,mahindra_centuro_nxt,delhi,6900,black,petrol,42000,2014,firstowner
36301,royal_enfield_bullet_350,bangalore,45000,red,petrol,64000,2002,thirdowner
36302,royal_enfield_bullet_classic_350,bangalore,23000,black,petrol,120000,1990,secondowner
36303,royal_enfield_thunderbird_350,bangalore,52800,green,petrol,73000,2009,secondowner
36304,royal_enfield_classic_350,bangalore,6000,silver,petrol,140000,2014,firstowner
36305,royal_enfield_bullet_350,bangalore,3400,silver,petrol,120000,2014,firstowner
36306,tvs_victor_2015,bangalore,50000,black,petrol,15000,2006,secondowner
36307,tvs_star_city,bangalore,49000,black,petrol,21000,2007,firstowner
36308,tvs_victor_110,bangalore,125000,silver,petrol,19000,2004,firstowner
36309,tvs_apache_rtr_160,bangalore,33000,grey,petrol,47999,2012,secondowner
36310,tvs_apache_rtr_180,bangalore,18000,white,petrol,64000,2013,firstowner
36311,tvs_victor_2015,bangalore,40000,blue,petrol,25000,2005,secondowner
36312,yamaha_fz_s,bangalore,11500,green,petrol,69500,2014,secondowner
36313,yamaha_fazer_fi_version_2.0,bangalore,7000,black,petrol,160000,2012,firstowner
36314,yamaha_rx_135_std,bangalore,43000,black,petrol,42000,1999,thirdowner
36315,yamaha_rx_135_std,bangalore,5000,green,petrol,39999,1999,firstowner
36316,yamaha_fz16,bangalore,5400,red,petrol,69500,2014,firstowner
36317,yamaha_gladiator_ss,bangalore,40000,silver,petrol,22000,2008,firstowner
36318,yamaha_rxz_std,bangalore,60000,black,petrol,31000,1996,secondowner
36328,bajaj_pulsar_150cc_dtsi,mumbai,45000,blue,petrol,12000,2003,firstowner
36329,bajaj_pulsar_135,mumbai,15000,black,petrol,37000,2011,firstowner
36330,bajaj_pulsar_200_ns,mumbai,17350,yellow,petrol,47500,2012,firstowner
36331,bajaj_pulsar_200_ns,mumbai,40000,black,petrol,29999,2008,firstowner
36332,bajaj_pulsar_150cc_dtsi,mumbai,30000,black,petrol,30000,2009,firstowner
36333,bajaj_pulsar_220f_dtsi,mumbai,22000,black,petrol,39000,2011,secondowner
36334,hero_honda_karizma_zmr_pgm_fi,mumbai,6500,red,petrol,88000,2014,firstowner
36335,hero_honda_passion_plus,mumbai,29000,black,petrol,26000,2010,secondowner
36336,hero_honda_cbz_disc,mumbai,100000,blue,petrol,14999,2000,secondowner
36337,honda_shine_cbs,mumbai,23500,black,petrol,39000,2012,firstowner
36338,hero_honda_splendor_plus,mumbai,20000,blue,petrol,13500,2001,secondowner
36339,hero_honda_cbz_xtreme_self_start,mumbai,4000,black,petrol,56500,2013,firstowner
36340,hero_honda_karizma_r,mumbai,78000,red,petrol,24999,2005,firstowner
36341,honda_cb_unicorn_160_standard,mumbai,30000,red,petrol,39000,2011,firstowner
36342,honda_unicorn_alloy,mumbai,19000,black,petrol,60000,2013,firstowner
36343,honda_unicorn_alloy,mumbai,50000,black,petrol,27000,2007,secondowner
36344,honda_cb_twister_self_drum_alloy,mumbai,28000,red,petrol,29999,2010,firstowner
36345,bajaj_pulsar_180cc_dtsi,delhi,20000,black,petrol,34999,2011,firstowner
36351,bajaj_pulsar_150cc_dtsi,bangalore,60000,black,petrol,21500,2006,firstowner
36352,bajaj_discover_125_std,bangalore,22000,black,petrol,32500,2011,secondowner
36353,honda_cbr_250r_standard,bangalore,3300,red,petrol,150000,2014,firstowner
36357,suzuki_access_125cc,bangalore,15000,black,petrol,37000,2013,firstowner
36413,hero_honda_karizma_zmr_pgm_fi,mumbai,9000,black,petrol,45000,2012,firstowner
36423,yamaha_rx_100_std,mumbai,90000,black,petrol,17000,1995,secondowner
36426,honda_cb_dazzler_sports,mumbai,8000,black,petrol,33999,2010,firstowner
36427,honda_unicorn_alloy,mumbai,9000,black,petrol,60000,2014,firstowner
36428,honda_unicorn_alloy,mumbai,40000,black,petrol,22999,2007,secondowner
36429,bajaj_discover_100,mumbai,9900,black,petrol,34000,2013,firstowner
36430,yamaha_rx_100_std,bangalore,40000,red,petrol,25000,1986,thirdowner
36434,suzuki_zeus_125du,bangalore,24000,grey,petrol,22000,2007,firstowner
36435,suzuki_fiero_std,bangalore,60000,black,petrol,26999,2000,secondowner
36436,bajaj_discover_150_s_disc,bangalore,9800,black,petrol,42000,2011,firstowner
36437,bajaj_pulsar_220f_dtsi,bangalore,30000,black,petrol,38000,2008,firstowner
36439,bajaj_pulsar_220f_dtsi,delhi,50000,black,petrol,41500,2011,firstowner
36440,bajaj_pulsar_180cc_dtsi,delhi,48000,red,petrol,29999,2010,secondowner
36441,bajaj_pulsar_150cc_dtsi,delhi,30000,red,petrol,35000,2011,firstowner
36442,bajaj_pulsar_135,delhi,17000,red,petrol,27999,2010,secondowner
36457,hero_motocorp_ignitor_125_drum,delhi,34500,white,petrol,42000,2013,firstowner
36468,royal_enfield_thunderbird_500,mumbai,7000,black,petrol,140000,2014,firstowner
36469,yamaha_fz_s,mumbai,35000,black,petrol,39499,2010,firstowner
36472,bajaj_pulsar_150cc_dtsi,mumbai,40000,black,petrol,24999,2007,firstowner
36473,bajaj_pulsar_150cc_dtsi,mumbai,25000,black,petrol,15000,2004,secondowner
36474,honda_unicorn_alloy,bangalore,10150,silver,petrol,70000,2014,firstowner
36475,bajaj_pulsar_150cc_dtsi,bangalore,70000,black,petrol,24000,2005,firstowner
36476,hero_honda_splendor_plus,bangalore,56000,black,petrol,23999,2003,secondowner
36478,bajaj_avenger_220,bangalore,9000,blue,petrol,81000,2014,firstowner
36479,royal_enfield_bullet_350,delhi,60000,blue,petrol,64000,2000,fourthowner
36480,hero_honda_passion_pro,delhi,10200,black,petrol,32000,2013,firstowner
36481,royal_enfield_bullet_350_twinspark,delhi,18000,silver,petrol,80000,2012,secondowner
36498,bajaj_pulsar_150cc_dtsi,mumbai,22000,black,petrol,49000,2012,secondowner
36515,honda_activa_3g_dlx,delhi,22000,red,petrol,29000,2014,firstowner
36519,hero_honda_passion_pro,bangalore,13000,black,petrol,44999,2013,firstowner
36520,bajaj_discover_135cc_dtsi,bangalore,26000,black,petrol,28000,2009,secondowner
36521,bajaj_pulsar_150cc_dtsi,bangalore,26900,blue,petrol,41500,2011,firstowner
36525,tvs_apache_rtr_160,mumbai,22000,red,petrol,25000,2008,thirdowner
36526,yamaha_fz_s,mumbai,22000,black,petrol,39000,2009,firstowner
36528,bajaj_pulsar_150cc_dtsi,mumbai,24000,black,petrol,14999,2004,firstowner
36530,hero_honda_ambition_drum_kick,mumbai,15000,black,petrol,14500,2008,firstowner
36531,yamaha_sz_rr,mumbai,31000,black,petrol,26000,2012,firstowner
36593,honda_shine_self_drum_alloy,delhi,17700,grey,petrol,38000,2014,firstowner
36623,honda_shine_self_disc_alloy,mumbai,15000,black,petrol,37000,2011,firstowner
36637,bajaj_pulsar_220f_dtsi,mumbai,25000,red,petrol,32000,2009,secondowner
36651,honda_activa,bangalore,18000,black,petrol,55000,2014,firstowner
36652,royal_enfield_classic_500,bangalore,600,maroon,petrol,180000,2015,firstowner
36653,royal_enfield_bullet_350_twinspark,bangalore,16000,silver,petrol,130000,2014,firstowner
36654,suzuki_fiero_std,bangalore,55000,red,petrol,28000,2001,secondowner
36655,royal_enfield_classic_500,bangalore,23000,green,petrol,100000,2010,thirdowner
36656,royal_enfield_machismo_350,bangalore,36000,silver,petrol,99999,2005,firstowner
36657,tvs_apache_rtr_160,bangalore,8400,yellow,petrol,64000,2013,firstowner
36658,tvs_apache_rtr_160,bangalore,43000,red,petrol,35000,2009,secondowner
36659,yamaha_sz_rr,bangalore,17000,black,petrol,45999,2012,firstowner
36660,yamaha_yzf_r15_version_2.0,bangalore,10000,blue,petrol,120000,2014,firstowner
36661,yamaha_rx_135_std,bangalore,90000,green,petrol,84000,2001,thirdowner
36662,yamaha_yzf_r15_version_2.0,bangalore,20000,red,petrol,77000,2012,secondowner
36663,yamaha_fz16,bangalore,40000,black,petrol,33000,2008,secondowner
36664,yamaha_yzf_r15_version_2.0,bangalore,12000,black,petrol,100000,2014,firstowner
36666,yamaha_rx_100_std,bangalore,42000,red,petrol,24000,1994,secondowner
36667,yamaha_fazer_sport,bangalore,28000,red,petrol,22999,2005,firstowner
36678,bajaj_pulsar_150cc_dtsi,mumbai,55000,black,petrol,19000,2006,secondowner
36679,bajaj_pulsar_200_ns,mumbai,13660,red,petrol,50000,2013,firstowner
36680,bajaj_pulsar_220f_dtsi,mumbai,60000,black,petrol,38000,2008,firstowner
36681,bajaj_pulsar_200_ns,mumbai,21255,black,petrol,25999,2007,firstowner
36682,bajaj_pulsar_180cc_dtsi,mumbai,55000,blue,petrol,15500,2002,secondowner
36684,ktm_duke_200,mumbai,7000,orange,petrol,95000,2013,firstowner
36685,bajaj_pulsar_150cc_dtsi,mumbai,45000,red,petrol,25000,2006,firstowner
36686,ktm_duke_390,mumbai,11000,white,petrol,76999,2012,secondowner
36687,bajaj_pulsar_180cc_dtsi,mumbai,33000,black,petrol,40000,2012,firstowner
36688,bajaj_pulsar_150cc_dtsi,mumbai,50000,red,petrol,23999,2007,firstowner
36689,bajaj_pulsar_150cc_dtsi,mumbai,50964,black,petrol,16499,2006,secondowner
36690,bajaj_pulsar_180cc_dtsi,mumbai,27000,blue,petrol,23000,2008,firstowner
36692,hero_honda_cbz_xtreme_self_start,mumbai,40000,black,petrol,24999,2007,firstowner
36693,hero_honda_glamour,mumbai,80000,silver,petrol,20000,2008,secondowner
36694,hero_honda_splendor_plus,mumbai,40000,silver,petrol,19000,2005,firstowner
36695,hero_honda_cbz_disc,mumbai,27000,red,petrol,11999,2000,firstowner
36696,hero_honda_karizma_zmr_pgm_fi,mumbai,27000,black,petrol,41000,2011,thirdowner
36697,honda_unicorn_alloy,mumbai,45000,black,petrol,27999,2005,firstowner
36698,honda_cb_twister_self_disc_alloy,mumbai,40000,black,petrol,31000,2010,firstowner
36699,honda_unicorn_alloy,mumbai,36000,blue,petrol,20000,2005,thirdowner
36700,honda_unicorn_alloy,mumbai,40000,black,petrol,39999,2009,firstowner
36701,kawasaki_eliminator_175,mumbai,70000,black,petrol,27999,2004,firstowner
36702,royal_enfield_thunderbird_350,mumbai,15000,black,petrol,59000,2007,secondowner
36703,bajaj_caliber_115,mumbai,60000,black,petrol,7000,2001,secondowner
36704,royal_enfield_bullet_electra_twinspark,mumbai,30000,black,petrol,89999,2008,secondowner
36705,royal_enfield_classic_350,mumbai,9500,silver,petrol,110000,2013,firstowner
36706,royal_enfield_bullet_electra,mumbai,5500,green,petrol,120000,2013,firstowner
36707,tvs_star_city_spoke,mumbai,40000,black,petrol,17000,2004,firstowner
36708,tvs_star_city_plus_electric_start_mag,mumbai,4000,blue,petrol,45000,2015,firstowner
36709,hero_honda_karizma_zmr_pgm_fi,mumbai,8000,white,petrol,89000,2013,firstowner
36710,yamaha_fz16,mumbai,16000,white,petrol,35000,2009,secondowner
36711,tvs_victor_125,mumbai,100000,black,petrol,13000,2004,secondowner
36716,hero_honda_glamour,delhi,50000,black,petrol,30000,2007,firstowner
36717,hero_honda_hunk,delhi,33000,red,petrol,27000,2011,secondowner
36718,hero_honda_passion_pro,delhi,21000,black,petrol,34999,2012,firstowner
36719,hero_honda_glamour,delhi,26600,silver,petrol,14000,2005,firstowner
36720,hero_honda_passion_plus,delhi,46000,maroon,petrol,12000,2004,secondowner
36721,hero_honda_splendor_super,delhi,39000,red,petrol,24000,2010,secondowner
36722,hero_honda_splendor_plus,delhi,18000,black,petrol,34999,2012,firstowner
36723,honda_unicorn_alloy,delhi,43000,silver,petrol,29500,2010,firstowner
36724,royal_enfield_classic_500,delhi,5000,green,petrol,140000,2013,firstowner
36725,royal_enfield_bullet_electra_twinspark,delhi,14800,silver,petrol,81999,2008,thirdowner
36726,royal_enfield_bullet_electra,delhi,23000,silver,petrol,58000,2007,secondowner
36727,royal_enfield_bullet_350,delhi,175000,silver,petrol,74500,2003,fourthowner
36728,royal_enfield_bullet_350_twinspark,delhi,300,creamandbrown,petrol,100000,1982,secondowner
36729,royal_enfield_bullet_350,delhi,50000,black,petrol,65000,2002,thirdowner
36730,tvs_flame_sr_125,delhi,50000,black,petrol,16499,2009,secondowner
36731,yamaha_fz_s,delhi,8500,black,petrol,58000,2012,firstowner
36732,tvs_apache_rtr_160,delhi,36000,grey,petrol,30000,2010,firstowner
36733,yamaha_fazer_sport,delhi,7000,black,petrol,50000,2013,firstowner
36734,yamaha_yzf_r15,delhi,17000,red,petrol,46000,2011,secondowner
36735,yamaha_rx_100_std,delhi,60000,black,petrol,19500,1992,secondowner
36737,yamaha_fz16,delhi,27000,orange,petrol,26999,2009,secondowner
36748,bajaj_pulsar_150cc_dtsi,bangalore,85000,black,petrol,32000,2010,firstowner
36749,bajaj_pulsar_150cc_dtsi,bangalore,29300,black,petrol,29500,2007,firstowner
36750,bajaj_pulsar_180cc_dtsi,bangalore,25000,black,petrol,39000,2012,firstowner
36752,bajaj_avenger_220,bangalore,18000,blue,petrol,63000,2011,firstowner
36753,bajaj_pulsar_220f_dtsi,bangalore,4000,black,petrol,79999,2014,firstowner
36754,bajaj_pulsar_135,bangalore,85000,black,petrol,27500,2011,secondowner
36755,bajaj_pulsar_180cc_dtsi,bangalore,11000,black,petrol,59000,2014,firstowner
36756,bajaj_avenger_180,bangalore,27700,black,petrol,35000,2005,firstowner
36757,bajaj_pulsar_150cc_dtsi,bangalore,63000,red,petrol,26000,2007,firstowner
36758,bajaj_discover_100,bangalore,29000,black,petrol,34500,2012,secondowner
36759,bajaj_pulsar_150cc_dtsi,bangalore,50000,black,petrol,26000,2007,secondowner
36760,bajaj_platina_100_alloy_wheel_ks,bangalore,39000,grey,petrol,22000,2007,secondowner
36761,bajaj_xcd_exceed_125cc_dtssi,bangalore,38000,red,petrol,26000,2008,firstowner
36762,bajaj_pulsar_150cc_dtsi,bangalore,40008,blue,petrol,20000,2004,firstowner
36763,bajaj_pulsar_150cc_dtsi,bangalore,80000,black,petrol,25000,2005,firstowner
36764,bajaj_pulsar_180cc_dtsi,bangalore,23700,blue,petrol,54000,2010,firstowner
36765,bajaj_pulsar_180cc_dtsi,bangalore,6400,black,petrol,70000,2014,firstowner
36766,bajaj_pulsar_150cc_dtsi,bangalore,30000,blue,petrol,59000,2013,firstowner
36767,hero_honda_splendor_plus,bangalore,100000,black,petrol,24500,2004,firstowner
36768,hero_honda_passion_pro,bangalore,26000,red,petrol,26000,2010,firstowner
36769,hero_honda_splendor_nxg,bangalore,40000,black,petrol,19999,1998,thirdowner
36770,hero_honda_splendor_plus,bangalore,33000,black,petrol,38000,2010,secondowner
36771,hero_honda_passion_pro,bangalore,62000,black,petrol,45000,2013,firstowner
36772,hero_honda_splendor_plus,bangalore,94000,parpal,petrol,21000,2003,firstowner
36773,hero_honda_passion_pro,bangalore,20000,black,petrol,43000,2013,firstowner
36774,hero_honda_karizma_r,bangalore,30000,yellow,petrol,42000,2008,firstowner
36776,honda_activa_i_std,bangalore,27000,silver,petrol,23000,2007,firstowner
36784,bajaj_discover_125_m_drum,delhi,50000,black,petrol,25000,2011,firstowner
36786,bajaj_pulsar_150cc_dtsi,delhi,40000,black,petrol,11999,2006,firstowner
36787,bajaj_discover_100,delhi,35000,black,petrol,26000,2011,firstowner
36788,bajaj_pulsar_135,delhi,18000,red,petrol,32000,2012,firstowner
36789,bajaj_platina_100_alloy_wheel_ks,delhi,19700,black,petrol,34000,2013,firstowner
36790,bajaj_pulsar_150cc_dtsi,delhi,48000,black,petrol,30000,2011,secondowner
36791,bajaj_pulsar_150cc_dtsi,delhi,45000,black,petrol,25000,2009,secondowner
36792,bajaj_avenger_220,delhi,100000,blue,petrol,29000,2007,firstowner
36793,bajaj_pulsar_200_ns,delhi,13700,black,petrol,74500,2014,firstowner
36794,bajaj_discover_125_m_drum,delhi,30000,red,petrol,8000,2004,secondowner
36795,bajaj_avenger_220,delhi,14500,blue,petrol,64000,2014,firstowner
36796,bajaj_pulsar_220f_dtsi,delhi,24000,red,petrol,40000,2008,firstowner
36797,bajaj_pulsar_150cc_dtsi,delhi,70000,red,petrol,25000,2006,firstowner
36798,bajaj_pulsar_180cc_dtsi,delhi,26000,black,petrol,28500,2009,secondowner
36799,bajaj_pulsar_150cc_dtsi,delhi,61000,black,petrol,24000,2009,firstowner
36800,hero_honda_hunk,delhi,26090,black,petrol,18000,2009,firstowner
36809,bajaj_pulsar_150cc_dtsi,mumbai,48000,silver,petrol,14999,2015,firstowner
36811,honda_stunner_cbf_self_disc_alloy,mumbai,1000,black,petrol,29999,2010,firstowner
36842,hero_honda_glamour,bangalore,60000,black,petrol,21000,2008,firstowner
36843,hero_honda_glamour,bangalore,15000,red,petrol,49999,2013,firstowner
36844,hero_honda_karizma_zmr_pgm_fi,bangalore,21350,orange,petrol,59999,2011,firstowner
36845,honda_unicorn_alloy,bangalore,29000,black,petrol,49000,2007,secondowner
36846,honda_unicorn_alloy,bangalore,20500,silver,petrol,49500,2010,firstowner
36847,hero_motocorp_splendor_pro_self_alloy,bangalore,24000,black,petrol,39999,2012,firstowner
36848,suzuki_fiero_std,bangalore,60000,black,petrol,29999,2002,secondowner
36849,royal_enfield_bullet_350_twinspark,bangalore,50000,maroon,petrol,120000,1984,secondowner
36850,royal_enfield_thunderbird_350,bangalore,47000,black,petrol,70000,2007,secondowner
36851,hyosung_gt_250r,bangalore,5500,red,petrol,170000,2013,firstowner
36852,tvs_apache_rtr_160,bangalore,35000,grey,petrol,40000,2011,firstowner
36853,tvs_apache_rtr_160,bangalore,15000,yellow,petrol,63000,2013,firstowner
36854,yamaha_rx_135_std,bangalore,26000,red,petrol,36999,1999,firstowner
36855,yamaha_fz16,bangalore,20000,black,petrol,59000,2012,firstowner
36856,tvs_victor_2015,bangalore,25000,black,petrol,14999,2003,secondowner
36857,yamaha_fz_1_1000,bangalore,28000,red,petrol,59999,2012,firstowner
36858,tvs_star_city_plus_electric_start_mag,bangalore,2800,black,petrol,44000,2014,firstowner
36859,yamaha_yzf_r15_version_2.0,bangalore,4400,blue,petrol,110000,2015,firstowner
36860,yamaha_rx_135_std,bangalore,52000,maroon,petrol,57000,2002,secondowner
36861,tvs_xl_super_hd_2_stroke,bangalore,25000,black,petrol,9500,2006,firstowner
36870,bajaj_avenger_220,mumbai,35000,black,petrol,20000,2005,secondowner
36871,bajaj_pulsar_150cc_dtsi,mumbai,30000,black,petrol,27500,2006,firstowner
36872,bajaj_avenger_220,mumbai,26000,black,petrol,35000,2010,secondowner
36873,bajaj_pulsar_150cc_dtsi,mumbai,65000,black,petrol,20000,2008,secondowner
36874,bajaj_pulsar_220f_dtsi,mumbai,22000,black,petrol,30000,2008,firstowner
36875,hero_honda_karizma_r,mumbai,55000,white,petrol,34999,2005,secondowner
36876,hero_honda_karizma_r,mumbai,8000,red,petrol,14999,2004,firstowner
36877,honda_unicorn_alloy,mumbai,100000,yellow,petrol,34000,2006,thirdowner
36878,honda_cb_unicorn_160_cbs,mumbai,14000,black,petrol,50000,2012,firstowner
36881,royal_enfield_bullet_350_twinspark,delhi,7000,black,petrol,74999,1999,secondowner
