id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type
316,hero_xtreme_gold,mumbai,50000,green,petrol,18000,2000,second
318,yamaha_fz_s_standard,bangalore,10000,yellow,petrol,70000,2011,first
328,yamaha_rx_135,bangalore,70000,silver,petrol,30000,1995,first
333,bajaj_pulsar_180_dts-_i,mumbai,23000,black,petrol,25000,2006,second
336,bajaj_pulsar_150_dts-_i,mumbai,20000,black,petrol,25000,2006,first
341,honda_activa_deluxe,bangalore,6500,white,petrol,55000,2012,first
343,bajaj_pulsar_150_dts-_i,delhi,35000,black,petrol,38000,2010,first
344,yamaha_rx_135,bangalore,15000,black,petrol,34000,1998,second
348,honda_activa_deluxe,mumbai,15000,white,petrol,42000,2009,first
350,bajaj_pulsar_180_dts-_i,mumbai,40000,red,petrol,23999,2008,first
357,bajaj_pulsar_150_dts-_i,bangalore,33000,red,petrol,20000,2004,second
360,honda_activa_deluxe,mumbai,25000,grey,petrol,40000,2011,first
362,bajaj_pulsar_220_f,delhi,20000,red,petrol,57000,2011,first
363,bajaj_pulsar_220_f,bangalore,15500,black,petrol,65000,2009,first
365,tvs_star_city_alloy_wheels,delhi,60050,blue,petrol,12000,2007,first
373,bajaj_pulsar_180_dts-_i,mumbai,41000,red,petrol,20000,2005,second
379,hero_hf_dawn_standard,mumbai,200000,black,petrol,20000,2002,first
385,royal_enfield_bullet_electra_twinspark_disc/electric_start,delhi,35000,black,petrol,80000,2005,first
387,honda_cb_shine_electric_start/disc/alloy,bangalore,40000,black,petrol,45000,2009,first
390,honda_cb_unicorn_dazzler_deluxe,mumbai,20000,red,petrol,50000,2011,first
391,tvs_star_city_spoke_wheels,bangalore,50000,red,petrol,22000,2007,first
393,bajaj_pulsar_220_f,mumbai,45000,blue,petrol,55000,2010,first
394,hero_splendor_plus_electric_start,delhi,35000,silver,petrol,30000,2009,first
398,bajaj_pulsar_150_dts-_i,mumbai,15000,black,petrol,30000,2006,first
402,kawasaki_ninja_250r_standard,mumbai,3012,green,petrol,280000,2012,first
403,bajaj_pulsar_180_dts-_i,delhi,6000,red,petrol,70000,2011,first
404,tvs_apache_rtr_180_standard,delhi,6000,white,petrol,72000,2012,first
405,hero_splendor_pro_kick_start,delhi,35000,black,petrol,28000,2006,first
409,hero_xtreme_rear_drum_brake,bangalore,30000,black,petrol,35000,2006,first
411,bajaj_pulsar_180_dts-_i,delhi,2000,black,petrol,67000,2012,first
412,yamaha_fazer_standard,delhi,15461,blue,petrol,45000,2010,first
432,tvs_fiero_f2_disc,mumbai,100000,black,petrol,20000,2004,first
438,royal_enfield_bullet_350_twinspark_drum_/kick_start,delhi,30000,black,petrol,55000,1991,third
439,yamaha_fz16_standard,bangalore,650,black,petrol,800000,2012,first
449,bajaj_discover_150,delhi,9000,black,petrol,42000,2011,first
450,bajaj_xcd_125_cc,delhi,23000,black,petrol,18000,2008,first
451,honda_cbf_stunner_kick,bangalore,20000,black,petrol,50000,2010,first
459,hero_passion_pro_kick_alloy,mumbai,20000,black,petrol,30000,2008,first
463,bajaj_discover_125_disc,delhi,62470,black,petrol,25000,2007,first
464,bajaj_pulsar_150_dts-_i,delhi,13000,red,petrol,20000,2009,first
472,tvs_apache_rtr_160_rear_disc_brake,delhi,35000,red,petrol,29000,2006,second
486,bajaj_pulsar_180_dts-_i,delhi,29000,black,petrol,38000,2008,first
491,yamaha_yzf_r15_v_2.0,bangalore,2300,red,petrol,85000,2008,first
493,bajaj_avenger_220_dts-_i,delhi,2000,black,petrol,60000,2009,first
497,bajaj_discover_100_es_4g,mumbai,56000,black,petrol,25000,2010,first
503,hero_hunk_rear_drum_brake,mumbai,16500,silver,petrol,51000,2010,first
504,bajaj_pulsar_150_dts-_i,delhi,47000,black,petrol,20000,2005,first
509,hero_hunk_rear_disc_brake,mumbai,23000,red,petrol,35000,2008,first
535,bajaj_xcd_125_cc,delhi,45000,blue,petrol,25000,2009,first
536,bajaj_pulsar_180_dts-_i,mumbai,11800,blue,petrol,55000,2010,first
538,hero_karizma_r,delhi,28350,red,petrol,18000,2007,second
540,kawasaki_ninja_250r_standard,delhi,2500,black,petrol,255000,2010,first
542,bajaj_pulsar_150_dts-_i,delhi,30000,black,petrol,45000,2012,first
545,yamaha_fazer_standard,delhi,19000,black,petrol,52000,2011,first
546,bajaj_pulsar_150_dts-_i,bangalore,51050,black,petrol,40000,2010,first
557,bajaj_discover_100_es_4g,mumbai,27000,red,petrol,20000,2005,second
560,honda_activa_deluxe,mumbai,10950,blue,petrol,42000,2009,first
561,vespa_lx_125,mumbai,700,white,petrol,65000,2012,first
566,bajaj_discover_125_disc,bangalore,27000,black,petrol,45000,2011,first
571,hero_hunk_rear_disc_brake,mumbai,23000,black,petrol,51000,2011,first
573,bajaj_avenger_220_dts-_i,delhi,2000,black,petrol,65000,2010,first
576,hero_glamour_disc_brake,delhi,21000,black,petrol,30000,2008,first
578,bajaj_pulsar_150_dts-_i,delhi,12000,black,petrol,50000,2010,first
583,bajaj_xcd_125_cc,delhi,48000,black,petrol,25000,2008,first
586,honda_cb_unicorn_dazzler_standard,mumbai,14000,gold,petrol,60000,2011,first
589,bajaj_pulsar_150_dts-_i,mumbai,40000,blue,petrol,35000,2007,first
590,bajaj_pulsar_135_ls,delhi,39544,black,petrol,40000,2011,first
594,honda_cb_unicorn_standard,bangalore,58000,black,petrol,50000,2007,first
602,hero_karizma_r,mumbai,42000,black,petrol,45000,2008,first
612,hero_karizma_r,delhi,28350,red,petrol,18000,2006,second
613,hero_karizma_r,delhi,28360,yellow,petrol,18000,2006,second
614,hero_splendor_pro_kick_start,mumbai,39000,blue,petrol,20000,2002,first
616,honda_dio_deluxe,bangalore,41000,bule,petrol,35000,2010,first
618,honda_cbf_stunner_kick,delhi,6000,black,petrol,40000,2010,first
619,yamaha_fz_s_standard,delhi,40000,red,petrol,45000,2009,first
627,royal_enfield_classic_350_standard,bangalore,30000,blue,petrol,85000,1997,second
628,bajaj_pulsar_180_dts-_i,mumbai,45000,black,petrol,30000,2007,first
629,hero_xtreme_gold,delhi,41000,black,petrol,40000,2008,first
630,suzuki_gs150r_standard,bangalore,38000,black,petrol,52000,2009,first
633,yamaha_yzf_r15_v_2.0,mumbai,15000,black,petrol,90000,2011,first
636,hero_xtreme_rear_disc_brake,mumbai,56000,black,petrol,34000,2009,first
639,hero_splendor_plus_electric_start,delhi,120,black,petrol,40000,2012,second
651,bajaj_pulsar_150_dts-_i,delhi,10000,black,petrol,60000,2011,first
652,bajaj_pulsar_220_f,mumbai,30000,red,petrol,50000,2007,first
664,royal_enfield_classic_500_standard,mumbai,2800,black,petrol,130000,2011,first
668,hero_karizma_r,mumbai,37000,black,petrol,55000,2009,first
669,bajaj_pulsar_220_f,bangalore,17000,black,petrol,69000,2010,first
677,hero_splendor_plus_electric_start,bangalore,18500,black,petrol,30000,2007,first
682,hero_xtreme_rear_drum_brake,mumbai,47000,black,petrol,40000,2008,first
685,hero_hunk_rear_drum_brake,mumbai,37000,red,petrol,42000,2009,first
688,hero_splendor_plus_electric_start,delhi,44000,black,petrol,30000,2008,first
692,suzuki_bandit_1250sa,mumbai,3300,silver,petrol,775000,2011,first
695,bajaj_avenger_220_dts-_i,mumbai,46000,red,petrol,40000,2006,first
697,bajaj_pulsar_150_dts-_i,mumbai,27000,black,petrol,35000,2006,first
710,bajaj_pulsar_150_dts-_i,bangalore,19000,black,petrol,34000,2009,first
711,bajaj_pulsar_150_dts-_i,bangalore,19000,black,petrol,34000,2006,first
715,bajaj_pulsar_180_dts-_i,bangalore,38000,black,petrol,37000,2003,first
716,hero_hunk_rear_disc_brake,delhi,36235,black,petrol,35000,2009,first
722,honda_cb_unicorn_standard,mumbai,31000,red,petrol,41000,2008,first
731,bajaj_avenger_220_dts-_i,delhi,42000,black,petrol,40000,2005,first
732,royal_enfield_bullet_electra_twinspark_disc/electric_start,mumbai,40000,green,petrol,115000,2007,second
737,kawasaki_ninja_250r_standard,mumbai,650,green,petrol,300000,2012,first
750,bajaj_pulsar_150_dts-_i,mumbai,40500,black,petrol,32000,2005,first
752,yamaha_fz_s_standard,bangalore,4500,black,petrol,77000,2012,first
754,hero_karizma_r,mumbai,35000,black,petrol,35000,2010,second
757,royal_enfield_classic_350_standard,delhi,20000,silver,petrol,65000,1991,second
763,bajaj_pulsar_150_dts-_i,mumbai,35000,silver,petrol,35000,2005,first
774,hero_passion_x_pro_disc_self_alloy,delhi,65,red,petrol,55000,2012,first
777,hero_karizma_r,delhi,27000,black,petrol,50000,2009,first
784,yamaha_sz_r_standard,bangalore,15000,black,petrol,50000,2010,first
786,hero_hunk_rear_disc_brake,delhi,20000,black,petrol,50000,2010,first
793,bajaj_xcd_125_cc,bangalore,21000,black,petrol,33000,2009,first
801,bajaj_pulsar_150_dts-_i,delhi,68000,black,petrol,26000,2008,second
803,hero_karizma_r,delhi,20000,red,petrol,50000,2011,first
807,royal_enfield_thunderbird_twinspark,mumbai,7000,black,petrol,90000,2009,first
822,honda_cbr250r_pearl_sunbeam_white-abs,mumbai,78,silver,petrol,150000,2011,first
835,honda_activa_deluxe,delhi,35000,black,petrol,22000,2005,first
837,hero_glamour_disc_brake,mumbai,25000,blue,petrol,25000,2007,first
841,hero_glamour_disc_brake,mumbai,5000,red,petrol,39999,2011,first
845,hyosung_gt650r_n_standard,mumbai,1500,white,petrol,500000,2011,first
850,honda_cb_unicorn_standard,mumbai,52000,black,petrol,48000,2009,first
862,hero_splendor_plus_electric_start,delhi,42000,black,petrol,25500,2005,first
866,bajaj_pulsar_150_dts-_i,delhi,35000,black,petrol,27000,2006,first
867,bajaj_pulsar_180_dts-_i,delhi,20000,silver,petrol,65000,2009,first
869,yamaha_sz_r_standard,mumbai,9000,red,petrol,49000,2011,first
871,bajaj_pulsar_150_dts-_i,bangalore,26500,black,petrol,60000,2010,first
873,bajaj_pulsar_220_f,delhi,31500,blue,petrol,52000,2010,first
878,yamaha_rx_135,bangalore,55000,black,petrol,60000,2005,first
881,honda_activa_deluxe,bangalore,9000,grey,petrol,25000,2011,first
882,bajaj_pulsar_150_dts-_i,mumbai,25000,black,petrol,31000,2005,first
885,hyosung_gt650r_n_standard,mumbai,1500,white,petrol,500000,2011,first
890,hero_karizma_zmr_standard,delhi,19000,black,petrol,70000,2010,first
893,honda_cb_shine_electric_start/disc/alloy,delhi,2600,black,petrol,52000,2012,first
894,hero_super_splendor_electric_start,mumbai,20000,red,petrol,20000,2004,first
897,hero_karizma_r,delhi,15000,red,petrol,42000,2006,first
900,bajaj_pulsar_150_dts-_i,mumbai,35000,black,petrol,38500,2007,first
904,yamaha_fz_s_standard,bangalore,20200,red,petrol,58000,2010,first
908,hero_karizma_zmr_standard,delhi,9900,red,petrol,75000,2010,first
913,honda_activa_deluxe,delhi,25000,silver,petrol,8500,2003,first
921,yamaha_fz16_standard,delhi,6000,black,petrol,48000,2010,first
925,yamaha_yzf_r15_v_2.0,bangalore,7000,red,petrol,125000,2012,first
932,bajaj_platina_platina_100_spoke_wheel,mumbai,86000,black,petrol,18000,2012,first
938,hero_karizma_zmr_standard,bangalore,16500,white,petrol,85000,2011,first
940,bajaj_pulsar_180_dts-_i,bangalore,23000,red,petrol,30000,2007,first
941,bajaj_pulsar_180_dts-_i,mumbai,10000,red,petrol,60000,2010,first
942,bajaj_discover_125_st,delhi,18000,black,petrol,45000,2011,first
947,hero_karizma_r,delhi,25000,yellow,petrol,45000,2010,first
953,bajaj_pulsar_180_dts-_i,mumbai,23638,red,petrol,45000,2010,first
961,yamaha_rx_135,delhi,25000,black,petrol,25000,2000,first
963,honda_cbf_stunner_kick,bangalore,20000,black,petrol,50000,2009,first
977,bajaj_pulsar_150_dts-_i,mumbai,9000,silver,petrol,48000,2010,first
979,bajaj_pulsar_150_dts-_i,delhi,5000,red,petrol,40000,2008,first
982,tvs_star_city_alloy_wheels,mumbai,68000,black,petrol,35000,2007,first
987,yamaha_yzf_r15_v_2.0,mumbai,1600,black,petrol,110000,2012,first
1005,hero_hunk_rear_drum_brake,mumbai,10000,black,petrol,40000,2009,first
1013,bajaj_discover_125_st,bangalore,14000,black,petrol,35000,2008,first
1014,bajaj_pulsar_220_f,bangalore,56000,black,petrol,55000,2008,second
1021,royal_enfield_bullet_350_twinspark_drum_/kick_start,bangalore,25000,black,petrol,80000,2004,second
1024,honda_aviator_deluxe,delhi,37000,black,petrol,30000,2008,first
1031,honda_cb_unicorn_standard,mumbai,59000,black,petrol,45000,2009,first
1038,bajaj_discover_125_disc,bangalore,20000,red,petrol,35000,2009,first
1043,honda_cb_shine_electric_start/drum/alloy,delhi,10000,grey,petrol,38000,2010,first
1047,royal_enfield_thunderbird_twinspark,delhi,27000,red,petrol,58000,2005,first
1052,hyosung_gt650r_n_standard,mumbai,6000,white,petrol,400000,2011,first
1053,royal_enfield_bullet_350_twinspark_drum_/kick_start,mumbai,13000,black,petrol,75000,2002,second
1055,bajaj_pulsar_200_ns,mumbai,8200,yellow,petrol,80000,2012,first
1057,honda_activa_deluxe,mumbai,24567,blue,petrol,30000,2004,first
1058,honda_cb_unicorn_standard,mumbai,51640,silver,petrol,30000,2007,first
1064,yamaha_fazer_standard,delhi,30000,red,petrol,15000,2006,first
1066,honda_activa_deluxe,bangalore,4000,grey,petrol,55000,2012,first
1067,honda_cb_unicorn_standard,bangalore,48000,black,petrol,60000,2009,first
1072,bajaj_pulsar_200_ns,delhi,250,black,petrol,90000,2012,first
1075,bajaj_discover_150,delhi,10000,black,petrol,45000,2011,first
1085,yamaha_fz16_standard,mumbai,24000,black,petrol,45000,2009,first
1088,bajaj_pulsar_180_dts-_i,delhi,29000,black,petrol,50000,2010,first
1089,bajaj_pulsar_150_dts-_i,mumbai,45000,black,petrol,28000,2005,first
1090,hero_passion_pro_self_alloy,delhi,5200,black,petrol,45000,2012,first
1093,bajaj_pulsar_180_dts-_i,bangalore,23000,red,petrol,26000,2007,first
1094,bajaj_pulsar_180_dts-_i,bangalore,23000,red,petrol,26000,2007,first
1096,bajaj_pulsar_150_dts-_i,mumbai,80000,black,petrol,25000,2004,first
1098,yamaha_fz16_standard,mumbai,15000,black,petrol,50000,2009,second
1101,hero_passion_x_pro_drum_kick_alloy,delhi,32000,black,petrol,30000,2009,first
1102,hero_passion_x_pro_drum_kick_alloy,delhi,32000,black,petrol,30000,2009,first
1104,royal_enfield_classic_350_standard,delhi,80000,celver,petrol,55000,1994,second
1106,yamaha_rx_135,bangalore,21000,black,petrol,29000,1999,second
1115,bajaj_discover_125_drum,mumbai,25000,black,petrol,28000,2006,first
1123,honda_activa_deluxe,delhi,66000,silver,petrol,20000,2008,first
1126,honda_aviator_deluxe,delhi,10000,grey,petrol,40000,2010,first
1131,honda_cb_shine_electric_start/drum/alloy,delhi,1100,grey,petrol,49000,2012,first
1134,hero_super_splendor_electric_start,mumbai,25000,black,petrol,29000,2007,first
1140,hero_impulse_standard,delhi,8000,green,petrol,60000,2011,first
1141,bajaj_platina_platina_100_spoke_wheel,delhi,35000,red,petrol,15000,2008,first
1142,bajaj_pulsar_180_dts-_i_standard,mumbai,42000,red,petrol,22000,2005,second
1143,tvs_scooty_pep_plus_standard,delhi,11000,purpel,petrol,25000,2010,first
1147,hero_hunk_rear_disc_brake,mumbai,26000,red,petrol,40000,2011,first
1149,honda_cb_shine_kick/drum/spokes,delhi,50000,grey,petrol,25000,2007,first
1152,bajaj_discover_125_st_standard,mumbai,35000,red,petrol,28000,2007,second
1155,mahindra_flyte_standard,bangalore,16800,pink,petrol,29000,2008,first
1156,suzuki_gs150r_standard,mumbai,52900,orange,petrol,45000,2009,first
1164,bajaj_pulsar_180_dts-_i_standard,delhi,666,red,petrol,75000,2012,first
1168,hero_hunk_rear_disc_brake,delhi,62000,black,petrol,29500,2008,first
1172,yamaha_yzf_r15_v_2.0,mumbai,4000,red,petrol,105000,2012,first
1174,bajaj_pulsar_150_dts-_i_standard,delhi,49000,black,petrol,20000,2006,first
1179,hero_hunk_rear_drum_brake,delhi,21020,black,petrol,28000,2008,first
1180,hero_hunk_rear_drum_brake,delhi,21020,black,petrol,28000,2008,first
1184,bajaj_pulsar_150_dts-_i_standard,mumbai,37000,black,petrol,35000,2005,first
1186,bajaj_discover_150_standard,mumbai,28000,black,petrol,38000,2010,first
1188,hero_splendor_plus_electric_start,bangalore,44000,black,petrol,36000,2009,first
1191,hero_glamour_disc_brake,delhi,15000,black,petrol,45000,2011,first
1195,bajaj_pulsar_150_dts-_i_standard,delhi,45000,black,petrol,30000,2005,first
1197,tvs_apache_rtr_180_abs,mumbai,19000,white,petrol,30000,2011,first
1200,hero_passion_pro_kick_alloy,delhi,2200,black,petrol,40000,2009,first
1214,bajaj_pulsar_150_dts-_i_standard,mumbai,25000,red,petrol,20000,2002,first
1218,bajaj_discover_150_standard,delhi,44000,red,petrol,40000,2009,first
1246,bajaj_pulsar_150_dts-_i_standard,bangalore,25000,black,petrol,60000,2011,first
1248,bajaj_xcd_125_cc,delhi,36000,red,petrol,25000,2010,first
1253,yamaha_fz16_standard,delhi,16000,black,petrol,55000,2011,first
1255,bajaj_pulsar_220f_standard,bangalore,2300,black,petrol,87000,2011,first
1256,yamaha_yzf_r15_v_2.0,delhi,12000,red,petrol,85000,2011,first
1264,hero_hunk_rear_disc_brake,mumbai,150,black,petrol,83000,2013,first
1265,hero_karizma_r,bangalore,20000,yellow,petrol,60000,2009,first
1279,hero_hunk_rear_disc_brake,delhi,30000,black,petrol,42000,2010,first
1280,bajaj_pulsar_135_ls_standard,mumbai,30000,red,petrol,42000,2010,first
1284,hero_passion_pro_self_spoke,mumbai,2200,black,petrol,50999,2012,first
1287,hero_xtreme_rear_drum_brake,delhi,76000,black,petrol,18000,2007,first
1293,bajaj_pulsar_ns200_standard,delhi,300,black,petrol,85000,2012,first
1296,honda_cb_twister_disc/electric_start,mumbai,3000,red,petrol,50000,2012,first
1299,suzuki_access_125,mumbai,15800,white,petrol,45000,2011,first
1303,bajaj_pulsar_150_dts-_i_standard,delhi,30000,grey,petrol,16000,2004,first
1309,yamaha_fazer_standard,delhi,9000,black,petrol,60000,2010,first
1312,hyosung_gt250r_standard,delhi,100,red,petrol,280000,2013,first
1331,yamaha_ss_125_standard,delhi,19600,black,petrol,30000,2009,first
1332,honda_activa_deluxe,mumbai,10000,black,petrol,40000,2009,first
1336,honda_cb_shine_electric_start/drum/alloy,mumbai,12500,black,petrol,42000,2011,first
1338,bajaj_platina_platina_100_spoke_wheel,delhi,30000,red,petrol,25000,2006,first
1357,royal_enfield_classic_500_standard,bangalore,6000,black,petrol,170000,2012,first
1361,hero_karizma_r,delhi,68000,blue,petrol,20000,2003,first
1363,honda_cbf_stunner_fi,mumbai,8000,black,petrol,38500,2013,first
1369,hero_hunk_rear_drum_brake,mumbai,45361,red,petrol,35000,2008,first
1373,royal_enfield_bullet_350_twinspark_drum_/kick_start,bangalore,35,red,petrol,180000,1975,second
1381,tvs_star_city_alloy_wheels,bangalore,54000,red,petrol,23000,2006,first
1384,yamaha_ss_125_standard,delhi,19600,black,petrol,27000,2009,first
1385,bajaj_discover_100_5_speed,delhi,22000,blue,petrol,30000,2010,first
1387,tvs_fiero_f2_disc,delhi,54000,green,petrol,25000,2004,first
1401,royal_enfield_classic_500_standard,bangalore,1600,black,petrol,1870000,2012,first
1405,bajaj_pulsar_180_dts-_i_standard,mumbai,11000,black,petrol,60000,2011,first
1406,bajaj_platina_platina_100_spoke_wheel,mumbai,46000,black,petrol,22000,2007,second
1408,bajaj_avenger_220_dts-_i,mumbai,9000,red,petrol,50000,2010,first
1411,honda_cbf_stunner_kick,mumbai,25000,black,petrol,40000,2009,first
1413,hero_karizma_r,bangalore,77726,silver,petrol,35000,2005,first
1420,hyosung_gt650r_standard,mumbai,1750,white,petrol,425000,2011,first
1425,honda_cb_shine_electric_start/disc/alloy,mumbai,33500,red,petrol,45000,2010,first
1428,honda_cb_shine_electric_start/disc/alloy,mumbai,33500,black,petrol,42000,2010,first
1429,bajaj_ct_100,mumbai,12000,black,petrol,18000,2005,first
1432,honda_activa_deluxe,mumbai,17000,grey,petrol,34000,2006,first
1434,bajaj_pulsar_150_dts-_i_standard,mumbai,43000,black,petrol,38000,2009,first
1436,bajaj_pulsar_180_dts-_i_standard,bangalore,75000,black,petrol,28000,2004,first
1437,bajaj_avenger_220_dts-_i,mumbai,15300,black,petrol,59786,2011,first
1438,bajaj_pulsar_150_dts-_i_standard,delhi,38500,black,petrol,18000,2004,first
1440,bajaj_pulsar_220f_standard,delhi,14000,blue,petrol,60000,2011,first
1446,bajaj_xcd_125_cc,bangalore,23000,black,petrol,33000,2009,first
1448,tvs_samurai_standard,bangalore,27500,red,petrol,15000,2000,first
1457,royal_enfield_thunderbird_twinspark_standard,bangalore,31000,red,petrol,90000,2010,first
1458,bajaj_ct_100,mumbai,12000,black,petrol,18000,2005,first
1460,bajaj_avenger_220_dts-_i,mumbai,13000,black,petrol,75000,2010,first
1464,yamaha_fazer_standard,delhi,53000,blue,petrol,60000,2009,first
1465,royal_enfield_bullet_electra_twinspark_disc/electric_start,bangalore,250000,salon,petrol,98000,1987,third
1472,bajaj_pulsar_180_dts-_i_standard,bangalore,53000,blue,petrol,35000,2008,first
1474,bajaj_pulsar_ns200_standard,mumbai,7800,black,petrol,85000,2012,first
1478,bajaj_pulsar_220f_standard,delhi,33000,black,petrol,60000,2009,first
1479,bajaj_platina_platina_100_spoke_wheel,bangalore,10000,black,petrol,37000,2011,first
1484,yamaha_sz_r_standard,delhi,23500,blue,petrol,45000,2011,first
1488,bajaj_pulsar_150_dts-_i_standard,bangalore,25000,red,petrol,25000,2004,first
1504,bajaj_discover125_disc_brake,delhi,23000,green,petrol,42000,2011,first
1507,yamaha_sz_x_standard,delhi,17200,black,petrol,38000,2012,first
1519,bajaj_discover125_drum_brake,mumbai,50000,black,petrol,25000,2005,first
1520,bajaj_pulsar_150_dts-_i_standard,mumbai,7700,black,petrol,60000,2012,first
1527,yamaha_yzf_r15_v_2.0,mumbai,29000,yellow,petrol,65000,2010,first
1533,yamaha_yzf_r15_v_2.0,bangalore,5575,white,petrol,118000,2012,second
1540,honda_activa_deluxe,bangalore,40000,black,petrol,25000,2006,first
1541,bajaj_discover125_drum_brake,mumbai,45000,blue,petrol,39999,2010,first
1542,bajaj_pulsar_150_dts-_i_standard,mumbai,33000,black,petrol,28000,2007,first
1554,honda_cb_unicorn_standard,mumbai,15000,black,petrol,65000,2010,second
1556,tvs_apache_rtr_160_rear_drum_brake,mumbai,30000,black,petrol,30000,2007,third
1558,bajaj_pulsar_150_dts-_i_standard,bangalore,25000,black,petrol,40000,2007,first
1560,hyosung_gt650r_standard,mumbai,3000,black,petrol,480000,2012,first
1561,royal_enfield_classic_350_standard,bangalore,55000,black,petrol,88000,1987,second
1564,hero_karizma_r,mumbai,20000,red,petrol,50000,2008,first
1576,bajaj_pulsar_150_dts-_i_standard,bangalore,30000,black,petrol,27000,2005,first
1584,bajaj_pulsar_150_dts-_i_standard,mumbai,23000,black,petrol,40000,2009,first
1603,bajaj_pulsar_220f_standard,mumbai,15000,black,petrol,60000,2011,first
1604,royal_enfield_bullet_350_twinspark_drum_/kick_start,delhi,50000,black,petrol,65000,1993,first
1605,honda_cb_unicorn_standard,mumbai,15000,black,petrol,62000,2010,second
1606,yamaha_fz_s_standard,bangalore,12000,black,petrol,57000,2011,second
1607,honda_activa_deluxe,bangalore,6700,white,petrol,51000,2012,first
1609,honda_activa_deluxe,bangalore,15000,black,petrol,45000,2010,first
1611,hero_passion_pro_self_spoke,bangalore,4500,red,petrol,50000,2012,first
1614,honda_cb_twister_disc/electric_start,delhi,10000,yellow,petrol,33000,2010,first
1618,honda_cb_unicorn_standard,mumbai,20000,black,petrol,25000,2005,first
1619,bajaj_pulsar_135_ls_standard,mumbai,50000,black,petrol,35000,2010,first
1627,tvs_apache_rtr_160_rear_disc_brake,mumbai,40000,black,petrol,36000,2006,first
1629,hero_hunk_rear_drum_brake,delhi,14000,black,petrol,40000,2009,first
1630,tvs_sport_electric_start,delhi,15000,black,petrol,35000,2012,first
1634,bajaj_pulsar_180_dts-_i_standard,delhi,14600,silver,petrol,55000,2008,first
1636,hero_karizma_zmr_standard,bangalore,30000,white,petrol,80000,2010,first
1640,bajaj_discover_125_st_standard,delhi,50000,black,petrol,19000,2000,first
1643,bajaj_pulsar_150_dts-_i_standard,mumbai,36000,black,petrol,35000,2009,second
1646,bajaj_pulsar_135_ls_standard,mumbai,7500,red,petrol,40000,2010,first
